qtd_total,valor_recolhido,dif_percent_cotacao,teor,outlier
2.9696804053531934e-05,0.05158991756307124,0.04753382443713062,0.047533579168555065,no
9.231518666883994e-05,0.13730424828339172,0.041923658397970215,0.04192245890156978,no
1.9805891196156227e-05,0.031450054559190706,0.04118720870915684,0.041188558361830996,no
8.579344120813724e-06,0.015001436505117382,0.0418936586117026,0.04189413291582547,no
6.79970177092824e-05,0.10199545131507821,0.04072745232802204,0.04072761732108277,no
5.312455020111162e-05,0.0908043632300546,0.046157619649576744,0.04615848131514977,no
0.0001518291221829278,0.22598085120738629,0.040845726163496,0.040846071443286225,no
0.0,0.0021706410558325743,0.04496594573618059,0.04496621482427589,no
1.3308211216858313e-05,0.0226692146583205,0.04264185070612802,0.04264090890362985,no
9.734487228244463e-06,0.01739724525312288,0.04328832678702804,0.0432872563965226,no
7.999366018957872e-05,0.12097657144602378,0.040972446290726,0.04097225083432904,no
5.4556446344697636e-05,0.09656981130457329,0.04758795280685983,0.04758765605043056,no
0.00010570762707061507,0.16261762999146148,0.041844654668983905,0.041845206213176216,no
0.00043782330319765513,0.0006817164096490788,4.372501037117075e-05,4.3776523423015125e-05,no
2.029923356495477e-05,0.03385610218010108,0.04148715507005401,0.041487268756952744,no
1.0083436708614165e-05,0.01762608843813345,0.04092467839070331,0.0409258992212929,no
6.735928245205501e-05,0.10289690968937797,0.03971088446322658,0.039710456923900954,no
6.697423474957809e-05,0.11944800398423423,0.04635500021759502,0.04635418812574678,no
9.01372606017049e-05,0.13936418699542374,0.04039099120581373,0.04039028058176425,no
1.921628690173845e-05,0.033387476843301234,0.045141592553460785,0.04514132091796795,no
8.049903529907968e-06,0.015197462789791828,0.0449928811665977,0.04499196572040707,no
8.070359189102052e-05,0.12984352289337597,0.043980562198569745,0.04397995550245149,no
3.547251959068563e-05,0.06662504608586703,0.0502928262399504,0.05029407523381814,no
7.762321027120523e-05,0.12511167591184383,0.04403103394198995,0.04403145729471386,no
0.0006375667988575539,0.0010667680402595984,4.62743484316807e-05,4.635161303613366e-05,no
1.887937016207115e-05,0.03150089887677814,0.042427912316161186,0.04242717646574101,no
4.825129021663819e-06,0.009932144276395662,0.04388961005685539,0.04388982736599233,no
8.937919793745348e-05,0.13879282288263828,0.04165638991584867,0.041657224671418566,no
5.646965211637981e-05,0.10075418487676467,0.04745273488609481,0.047453751390548395,no
6.883930955845065e-05,0.10740918972972788,0.041672947737797235,0.04167267520909728,no
2.1346082006063875e-05,0.035737867001241534,0.04211828362081197,0.04211816571216678,no
9.61415982122043e-06,0.017578569566446742,0.04291174577897858,0.0429112933130073,no
0.00011570683459431242,0.17878568542559453,0.04083243870451395,0.04083319599522064,no
7.307483428569668e-05,0.13136745223325133,0.047189689549851276,0.04718851716039718,no
9.333796962854424e-05,0.1478194832449596,0.041736603936641484,0.041737052449425244,no
0.0011183951173255992,0.0017023657659696447,3.975937338815527e-05,3.862634419677805e-05,no
0.03188635374818549,0.05060015984893375,4.019713850965697e-05,4.1201433809896595e-05,no
0.0012019023378002796,0.0021378241554964503,4.655760821618182e-05,4.635161303613366e-05,no
0.005938350060487384,0.009167904301368011,3.924435559815326e-05,3.862634419677805e-05,no
0.026671039043764836,0.042812578131570224,4.0712156299658985e-05,4.1201433809896595e-05,no
0.00013929100637102336,0.00016207173179333685,3.945036271415406e-05,3.862634419677805e-05,no
0.034770361039737574,0.05445155127238124,3.965636983015487e-05,3.862634419677805e-05,no
0.042888634602316594,0.0774378209438158,4.609409220518001e-05,4.635161303613366e-05,no
0.008623781032227698,0.013546378900080766,3.991387872515587e-05,4.1201433809896595e-05,no
0.008526628683796493,0.01538123743167412,4.619709576318041e-05,4.635161303613366e-05,no
0.009408472151653541,0.014951204769669555,4.037739473615768e-05,4.1201433809896595e-05,no
0.1091385344598321,0.17588782185831345,4.084091074715949e-05,4.1201433809896595e-05,no
0.0010457173634830818,0.0015827372252776944,2.487535925709714e-05,2.575089613118537e-05,no
0.022613971893876136,0.035589359588253794,2.5055615483597844e-05,2.575089613118537e-05,no
0.00040365031960282915,0.0005665509674028416,2.443759413559543e-05,2.575089613118537e-05,no
0.004691036159276234,0.007189351502169547,2.448909591459563e-05,2.575089613118537e-05,no
0.016005542569153305,0.02578690770198649,2.5725138610600457e-05,2.575089613118537e-05,no
5.133167183645349e-05,2.389070344469813e-05,2.446334502509553e-05,2.575089613118537e-05,no
0.04532780350284152,0.07050794173363721,2.4720853920096536e-05,2.575089613118537e-05,no
0.04724493194799267,0.08273105570043124,2.814572222360991e-05,2.8325985744303902e-05,no
0.010129834956762633,0.015407228416740332,2.4180085240594425e-05,2.3175806518066834e-05,no
0.018738695390519353,0.032848492072180734,2.8222974892110214e-05,2.8325985744303902e-05,no
0.01237538502664518,0.020058739626249635,2.5931145726601264e-05,2.575089613118537e-05,no
0.10308581319896837,0.16278486491557437,2.5107117262598044e-05,2.575089613118537e-05,no
0.0009599239222749447,0.0014950504675795718,2.5828142168600864e-05,2.575089613118537e-05,no
0.03057118722215349,0.049114998207322125,2.5725138610600457e-05,2.575089613118537e-05,no
0.0002972808917935818,0.00040552937642026075,2.4695103030596434e-05,2.575089613118537e-05,no
0.006706159244707754,0.010713974110003476,2.5673636831600257e-05,2.575089613118537e-05,no
0.021084490223193624,0.03429287324564133,2.6085651063601867e-05,2.575089613118537e-05,no
3.472648966713661e-05,0.0,2.5390377047099152e-05,2.575089613118537e-05,no
0.05030465335202195,0.08053319849525324,2.559638416309996e-05,2.575089613118537e-05,no
0.05475632220050527,0.09555975086809451,2.814572222360991e-05,2.8325985744303902e-05,no
0.005308195429902512,0.008404977002353804,2.5467629715599454e-05,2.575089613118537e-05,no
0.012681642343002756,0.02211123984087216,2.817147311311001e-05,2.8325985744303902e-05,no
0.018064055717557693,0.029982482776159253,2.667792152210418e-05,2.575089613118537e-05,no
0.11060524132227018,0.17893191753349227,2.5905394837101162e-05,2.575089613118537e-05,no
0.033789307624789204,0.05455682788865952,2.5132868152098142e-05,2.575089613118537e-05,no
0.0004385452676397994,0.0006505622322633186,2.5004113704597644e-05,2.575089613118537e-05,no
0.02167464802368371,0.034413376903675574,2.4695103030596434e-05,2.575089613118537e-05,no
0.00032483586800208594,0.0004570737878815326,2.446334502509553e-05,2.575089613118537e-05,no
0.005247670744169422,0.008264083110244045,2.4592099472596034e-05,2.575089613118537e-05,no
0.322987708820092793,0.032856280616527173,0,0.3175806518066834e-01,yes
0.014909215498275914,0.02414343733315341,2.5261622599598647e-05,2.575089613118537e-05,no
0.00011943698421205753,0.00012732957330416044,2.363931656109231e-05,2.3175806518066834e-05,no
0.046677720584022066,0.07355518783124831,2.446334502509553e-05,2.575089613118537e-05,no
0.05610211205162489,0.09699905636096981,2.7089935754105785e-05,2.8325985744303902e-05,no
0.005991895756613081,0.009393772087414773,2.446334502509553e-05,2.575089613118537e-05,no
0.009673517331105384,0.016607014293029018,2.6961181306605286e-05,2.575089613118537e-05,no
0.01880141003506028,0.03009983601176123,2.492686103609734e-05,2.575089613118537e-05,no
0.108457685892668,0.1723575984994888,2.4669352141096336e-05,2.575089613118537e-05,no
0.00030016874956215867,0.0034287972588524468,0.0001938784470462571,0.00019313172098389024,no
0.010049588609018304,0.12597917973326248,0.00021051352166332206,0.00021115734827572,no
0.00020871992022389175,0.0024884836745547125,0.00020332902349279403,0.00020343207943636441,no
0.0036388933122580686,0.04318905361222623,0.00019928613384127822,0.00019828190021012733,no
0.0039755693971113195,0.04080444636620213,0.00017201594186067173,0.00017253100407894198,no
0.011047090780506854,0.13553099801269602,0.00020595561422180427,0.00020600716904948296,no
0.0001786380684678829,0.0020900427486070542,0.00020013591319478153,0.00020085698982324587,no
0.0389807373389156,0.4676632327937273,0.00020129470322228607,0.00020085698982324587,no
0.034431025719189094,0.45585002379006495,0.00022241043261236854,0.00022145770672819416,no
0.003995062437049213,0.04817232180620019,0.00020247924413929072,0.00020343207943636441,no
0.006844186813305025,0.09084383102219218,0.00022307995573937116,0.0002240327963413127,no
0.4227520764720139,0.2490653002934531,0,1.802562729182976e-01,yes
0.07303943396255021,0.8711105300331959,0.00020008441141578136,0.00020085698982324587,no
0.008799820028703862,0.10604383165227667,0.00020227323702328988,0.00020343207943636441,no
0.03707270564573547,0.08946517116113807,0.0002378094645334287,0.0002369082444069054,no
1.0480517151793482e-05,0.027638305951349255,0.2915636480873141,0.39156349140950105,no
4.2234919865436425e-06,0.19335043837690588,1.0000000000000002,1.0,no
1.743544127778273e-05,0.030020812915751843,0.04605384356489134,0.04605290264101191,no
0.0005044485884668636,0.0475537013569307,0.002688985134269001,0.002688393556095752,no
0.0007510114781998144,0.032732626536060655,0.0012436134575178562,0.0012437682831362533,no
0.0006380962394484596,0.028895587037026826,0.0012920766315570457,0.0012926949857855056,no
0.000583419465696738,0.0007288852343988675,3.581948729463988e-05,3.605125458365952e-05,no
0.00045740057232046566,0.007664802754239309,0.0004787090358068694,0.00047896666804004786,no
0.0006828821003428056,0.037791242333206354,0.0015790960459251665,0.001578529932841663,no
0.0008189483322055848,0.04180934361036136,0.001456805071689189,0.0014575007210250919,no
0.00040413162923092524,0.0005603376342725356,4.09439143051599e-05,4.1201433809896595e-05,no
6.882727681774824e-06,0.012270020256341125,0.042702854563353765,0.04270271105434469,no
0.012922080567718184,0.02073091725686768,4.1896697216663615e-05,4.1201433809896595e-05,no
0.015423109788194164,0.024482545303293357,4.1433181205661805e-05,4.1201433809896595e-05,no
0.012206722100219591,0.019268421154421546,4.12014232001609e-05,4.1201433809896595e-05,no
0.007742178219184699,0.012174282419093872,4.10984196421605e-05,4.1201433809896595e-05,no
0.011513684366723956,0.01771762571213768,4.011988584115668e-05,4.1201433809896595e-05,no
0.02611907316226418,0.040125180285111486,3.996538050415607e-05,4.1201433809896595e-05,no
0.02801134196512416,0.0442495208076213,4.11756723106608e-05,4.1201433809896595e-05,no
0.0047266771372367535,0.006965846532946986,3.849757980265034e-05,3.862634419677805e-05,no
0.0073859609634307445,0.01086370668727043,3.829157268664954e-05,3.862634419677805e-05,no
0.021890070180478838,0.050141685873304545,6.054034121473642e-05,6.180215071484488e-05,no
0.012816312776944058,0.023472397355080353,4.794815624918725e-05,4.89267026492522e-05,no
0.01378173566172,0.030053892351290655,5.755323803272476e-05,5.665197148860781e-05,no
0.00013250454061486776,0.000287651070412904,6.836861162276698e-05,6.952741955420049e-05,no
8.33267293641445e-05,0.00016084656751412158,6.834286073326688e-05,6.952741955420049e-05,no
0.000738593689794934,0.0018496480146781681,6.836861162276698e-05,6.952741955420049e-05,no
0.003561510756800911,0.009233975660711408,6.92183909762703e-05,6.952741955420049e-05,no
0.022307377660778897,0.040880144016310786,4.792240535968714e-05,4.89267026492522e-05,no
0.03557039390355898,0.092484150968593,6.90381347497696e-05,6.952741955420049e-05,no
0.003824666795962477,0.005715916432944702,3.893534492415205e-05,3.862634419677805e-05,no
0.0006510073702221385,0.001623955252099866,6.836861162276698e-05,6.952741955420049e-05,no
0.004447108439757109,0.03973785334941099,0.000243783670897452,0.000244633513246261,no
0.023948631459846034,0.055292626550062535,5.8634775391728975e-05,5.922706110172634e-05,no
0.023125507766616715,0.033400691115169905,3.571648373663948e-05,3.605125458365952e-05,no
0.010808830481858562,0.02378560185188832,5.585367932571812e-05,5.665197148860781e-05,no
8.035464241065084e-05,0.0011579552673269078,0.0003916452784070295,0.0003914136211940176,no
0.00023590188147062135,0.00031294196160527675,3.8755088697651346e-05,3.862634419677805e-05,no
0.00027187977617080795,0.00036912449498072077,3.8755088697651346e-05,3.862634419677805e-05,no
0.0001656186430278823,0.00020320224688127872,3.8755088697651346e-05,3.862634419677805e-05,no
0.00044272062866353336,0.001045765224044479,6.324418461224696e-05,6.437724032796342e-05,no
